name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Montr�al, QC, Canada",2025-05-29T13:00:00,17.3,17.3,13.3,77.82,0,0,,0,0,16.6,3.6,330,1014.1,88,16.3,150,0.5,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T14:00:00,18.2,18.2,12.9,71.22,0.001,100,rain,0,0,16.6,1.8,319,1013,85,16.3,350,1.3,4,10,"Rain, Partially cloudy",rain,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T15:00:00,19.1,19.1,11.9,62.69,0,0,,0,0,16.2,5.4,111,1012.2,81,16.3,416,1.5,4,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T16:00:00,18.7,18.7,11.4,62.19,0,0,,0,0,16.2,3.7,249,1011.5,72,14.5,305,1.1,3,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T17:00:00,17.9,17.9,13,73.04,0,0,,0,0,16.6,0.1,359,1010.8,79,14.5,162,0.6,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T18:00:00,17.9,17.9,13.3,74.49,0,0,,0,0,15.5,1.9,220,1010.2,77,11.2,54,0.2,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T19:00:00,17,17,13.9,82.49,0,0,,0,0,14,0.1,359,1009.8,66,12.7,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T20:00:00,16.8,16.8,13.4,79.89,0,0,,0,0,40.7,0.1,359,1009.3,68,11.2,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T21:00:00,16.1,16.1,13,81.39,0,0,,0,0,14.8,4,171,1008.9,67,11.2,3,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T22:00:00,15.9,15.9,13,82.44,0,0,,0,0,183.6,5.7,160,1008.5,74,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-29T23:00:00,16.4,16.4,12.9,79.32,0,0,,0,0,148.3,3.8,170,1007.9,78,14.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T00:00:00,16.2,16.2,12.4,77.76,0,0,,0,0,183.6,0.3,359,1007,75,14.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T01:00:00,15.8,15.8,12.3,79.25,0,0,,0,0,142.6,5.7,190,1006.5,65,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T02:00:00,15.6,15.6,12.4,80.78,0,0,,0,0,179.6,5.7,180,1005.9,55,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T03:00:00,15.3,15.3,11.5,77.66,0,0,,0,0,159.5,0.3,359,1005.2,58,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T04:00:00,15.1,15.1,11.5,78.64,0,0,,0,0,129.6,7.8,170,1004.8,74,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T05:00:00,14.9,14.9,12.6,86.15,0,0,,0,0,153.7,5.6,190,1004.5,87,16.3,1,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T06:00:00,14.9,14.9,12,82.3,0,0,,0,0,135.4,5.7,180,1004,82,16.2,17,0.1,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T07:00:00,14.9,14.9,11.5,79.64,0,0,,0,0,137.2,5.6,180,1003.8,79,16.3,75,0.3,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T08:00:00,14.5,14.5,12.7,88.9,0,0,,0,0,122.4,3.8,190,1003.5,88,16.2,193,0.7,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T09:00:00,16,16,12.9,82.34,0,0,,0,0,183.6,5.6,180,1003.3,83,16.2,249,0.9,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T10:00:00,17.3,17.3,12.9,75.38,0,0,,0,0,183.6,5.6,180,1002.6,75,16.2,644,2.3,6,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T11:00:00,17.8,17.8,11.5,66.25,0,0,,0,0,146.5,9.6,170,1002.3,55,16.2,679,2.4,7,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T12:00:00,18.1,18.1,12.2,68.02,0,0,,0,0,85.6,11.3,190,1002,48,16.2,765,2.8,8,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T13:00:00,19.3,19.3,12.4,63.95,0,0,,0,0,29.5,7.9,210,1001,46,16.2,815,2.9,8,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T14:00:00,20,20,12,59.99,0,0,,0,0,85.1,3.8,260,1000.3,36,16.2,660,2.4,7,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T15:00:00,20.6,20.6,10.9,53.47,0,0,,0,0,29.5,3.7,168,999.7,29,16.2,730,2.6,7,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T16:00:00,21.3,21.3,11.4,52.92,0,0,,0,0,24.5,7.7,181,998.8,40,16.3,677,2.4,7,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T17:00:00,21.3,21.3,10.6,50.8,0,0,,0,0,23.4,9.4,190,998.2,35,16.3,507,1.8,5,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T18:00:00,21,21,11.9,56.39,0,0,,0,0,20.2,5.5,210,997.6,36,16.3,301,1.1,3,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T19:00:00,20.7,20.7,11.4,54.9,0,0,,0,0,15.8,0.1,359,997.1,60,16.2,122,0.4,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T20:00:00,19.7,19.7,12,60.75,0,0,,0,0,13.3,0.1,359,997.2,69,16.2,37,0.1,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T21:00:00,18.9,18.9,11.8,63.05,0,0,,0,0,11.5,0.1,359,996.7,69,16.2,2,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T22:00:00,17.9,17.9,12.2,69.34,0,0,,0,0,10.1,0,360,996.6,85,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,F8061,CWTA"
"Montr�al, QC, Canada",2025-05-30T23:00:00,18.2,18.2,12.6,69.89,0,0,,0,0,9.7,0.1,359,996.1,84,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
